Metadata_Source,Metadata_Plate,Metadata_Well,Metadata_JCP2022,Metadata_PlateType,Metadata_MoA
source_2,1086293195,D17,JCP2022_113779,COMPOUND,leukotriene receptor antagonist|phosphodiesterase inhibitor
source_2,1086293195,G12,JCP2022_044671,COMPOUND,laxative
source_2,1086293195,G20,JCP2022_025924,COMPOUND,endothelin receptor antagonist
source_2,1086293195,K20,JCP2022_096209,COMPOUND,angiotensin receptor antagonist
source_2,1086293195,O16,JCP2022_074916,COMPOUND,glycolysis inhibitor
source_2,1086293201,A18,JCP2022_050861,COMPOUND,chloride channel blocker
source_2,1086293201,D09,JCP2022_094855,COMPOUND,bacterial antifolate
source_2,1086293201,D10,JCP2022_007196,COMPOUND,cyclooxygenase inhibitor
source_2,1086293201,E15,JCP2022_077448,COMPOUND,bacterial DNA gyrase inhibitor
source_2,1086293201,G13,JCP2022_020054,COMPOUND,dopamine receptor antagonist
source_2,1086293201,J16,JCP2022_024874,COMPOUND,PABA antagonist
source_2,1086293201,L09,JCP2022_042608,COMPOUND,adrenergic neuron blocker
source_2,1086293201,O17,JCP2022_063629,COMPOUND,bacterial DNA gyrase inhibitor
source_2,1086293218,C05,JCP2022_021425,COMPOUND,carbonic anhydrase inhibitor
source_2,1086293218,G05,JCP2022_077096,COMPOUND,tubulin polymerization inhibitor
source_2,1086293218,H21,JCP2022_063565,COMPOUND,acetylcholine receptor agonist
source_2,1086293225,C13,JCP2022_102548,COMPOUND,bacterial DNA gyrase inhibitor
source_2,1086293225,E22,JCP2022_070285,COMPOUND,antiprotozoal agent
source_2,1086293225,G09,JCP2022_033179,COMPOUND,serotonin receptor antagonist
source_2,1086293225,G21,JCP2022_080167,COMPOUND,muscle relaxant
source_2,1086293225,H14,JCP2022_042239,COMPOUND,adrenergic receptor agonist|serotonin receptor agonist
source_2,1086293225,I22,JCP2022_008514,COMPOUND,dopamine receptor antagonist
source_2,1086293225,K17,JCP2022_006043,COMPOUND,psychoactive drug
source_2,1086293232,D21,JCP2022_039646,COMPOUND,acetylcholine receptor antagonist
source_2,1086293232,I06,JCP2022_064148,COMPOUND,mucolytic agent
source_2,1086293232,M12,JCP2022_032690,COMPOUND,psychoactive drug
source_2,1086293232,O05,JCP2022_022841,COMPOUND,local anesthetic
source_2,1086293232,P21,JCP2022_025946,COMPOUND,adrenergic receptor agonist
source_2,1086293393,E22,JCP2022_043099,COMPOUND,cyclooxygenase inhibitor
source_2,1086293409,C21,JCP2022_104780,COMPOUND,local anesthetic
source_2,1086293409,I04,JCP2022_021817,COMPOUND,diuretic
source_2,1086293409,I09,JCP2022_108218,COMPOUND,myorelaxant
source_2,1086293409,I12,JCP2022_025933,COMPOUND,carbonic anhydrase inhibitor
source_2,1086293423,G12,JCP2022_104007,COMPOUND,dopamine receptor antagonist|serotonin receptor antagonist
source_2,1086293430,A03,JCP2022_078143,COMPOUND,dopamine receptor antagonist
source_2,1086293430,B04,JCP2022_110440,COMPOUND,tubulin polymerization inhibitor
source_2,1086293430,E07,JCP2022_029407,COMPOUND,tricyclic antidepressant
source_2,1086293430,E08,JCP2022_089581,COMPOUND,glucocorticoid receptor agonist
source_2,1086293430,G22,JCP2022_060311,COMPOUND,monoamine oxidase inhibitor
source_2,1086293430,H07,JCP2022_098004,COMPOUND,opioid receptor antagonist
source_2,1086293430,I19,JCP2022_099777,COMPOUND,bacterial antifolate
source_2,1086293430,K16,JCP2022_029684,COMPOUND,lipoprotein lipase activator
source_2,1086293430,M11,JCP2022_086204,COMPOUND,anthelmintic agent
source_2,1086293447,A13,JCP2022_088857,COMPOUND,histamine receptor antagonist
source_2,1086293447,A14,JCP2022_116723,COMPOUND,histamine receptor antagonist
source_2,1086293447,B07,JCP2022_107322,COMPOUND,carbonic anhydrase inhibitor
source_2,1086293447,D09,JCP2022_013346,COMPOUND,sodium channel blocker
source_2,1086293447,I17,JCP2022_114755,COMPOUND,cyclooxygenase inhibitor
source_2,1086293447,J19,JCP2022_055262,COMPOUND,prostanoid receptor antagonist
source_2,1086293447,M12,JCP2022_047835,COMPOUND,tubulin polymerization inhibitor
source_2,1086293447,M16,JCP2022_018834,COMPOUND,adrenergic receptor agonist
source_2,1086293447,M17,JCP2022_099101,COMPOUND,angiogenesis inhibitor
source_2,1086293447,M18,JCP2022_099082,COMPOUND,adrenergic receptor agonist
source_2,1086293447,N19,JCP2022_006006,COMPOUND,estrogenic hormone
source_2,1086293447,O18,JCP2022_032522,COMPOUND,angiotensin receptor antagonist
source_2,1086293454,A07,JCP2022_106594,COMPOUND,androgen receptor antagonist
source_2,1086293454,A10,JCP2022_012266,COMPOUND,adrenergic receptor agonist
source_2,1086293454,A11,JCP2022_008301,COMPOUND,analgesic agent
source_2,1086293454,A15,JCP2022_062893,COMPOUND,antiprotozoal agent
source_2,1086293454,E04,JCP2022_073093,COMPOUND,DNA synthesis inhibitor
source_2,1086293454,F11,JCP2022_069049,COMPOUND,dihydropteroate synthase inhibitor
source_2,1086293454,G07,JCP2022_070967,COMPOUND,sodium channel blocker
source_2,1086293454,G20,JCP2022_039932,COMPOUND,cyclooxygenase inhibitor
source_2,1086293454,H19,JCP2022_070623,COMPOUND,monoamine oxidase inhibitor
source_2,1086293454,I04,JCP2022_017478,COMPOUND,monoamine oxidase inhibitor
source_2,1086293454,J07,JCP2022_077738,COMPOUND,phosphofructokinase inhibitor
source_2,1086293454,K08,JCP2022_055273,COMPOUND,cyclooxygenase inhibitor
source_2,1086293454,M15,JCP2022_043713,COMPOUND,sodium channel blocker
source_2,1086293461,D17,JCP2022_003677,COMPOUND,phosphodiesterase inhibitor
source_2,1086293461,F15,JCP2022_093901,COMPOUND,ATP channel blocker
source_2,1086293461,F19,JCP2022_093328,COMPOUND,topoisomerase inhibitor
source_2,1086293461,M14,JCP2022_058565,COMPOUND,vitamin K antagonist
source_2,1086293461,M16,JCP2022_097171,COMPOUND,melanin inhibitor
source_2,1086293461,M20,JCP2022_059332,COMPOUND,bacterial DNA gyrase inhibitor
source_2,1086293522,F06,JCP2022_105077,COMPOUND,cyclooxygenase inhibitor
source_2,1086293522,I17,JCP2022_009839,COMPOUND,local anesthetic
source_2,1086293539,B11,JCP2022_042107,COMPOUND,dopamine receptor antagonist
source_2,1086293539,F15,JCP2022_105686,COMPOUND,dopamine receptor antagonist
source_2,1086293546,A17,JCP2022_077923,COMPOUND,antihistamine
source_2,1086293546,D11,JCP2022_027004,COMPOUND,dihydrofolate reductase inhibitor
source_2,1086293546,E17,JCP2022_025798,COMPOUND,dopamine receptor antagonist
source_2,1086293546,I17,JCP2022_087287,COMPOUND,PPAR receptor agonist
source_2,1086293546,M04,JCP2022_008959,COMPOUND,dopamine receptor antagonist
source_2,1086293553,F15,JCP2022_038571,COMPOUND,histamine receptor antagonist
source_2,1086293553,K14,JCP2022_113210,COMPOUND,dopamine receptor antagonist
source_2,1086293560,C05,JCP2022_022756,COMPOUND,glutamate inhibitor
source_2,1086293560,I15,JCP2022_032611,COMPOUND,adrenergic receptor agonist
source_2,1086293560,L22,JCP2022_020269,COMPOUND,carboxamide antiepileptic
source_3,A12069dW,J05,JCP2022_001111,COMPOUND,dopamine receptor agonist
source_3,A12069dW,K05,JCP2022_066834,COMPOUND,bradycardic effect 
source_3,A13407cW,N07,JCP2022_077482,COMPOUND,adrenergic receptor antagonist
source_3,A13451bW,B17,JCP2022_016871,COMPOUND,pyruvate dehydrogenase kinase inhibitor
source_3,BAY5867c,M06,JCP2022_067060,COMPOUND,free fatty acid receptor antagonist
source_3,BAY5867d,D03,JCP2022_075201,COMPOUND,cell splicing inhibitor
source_3,BAY5869b,N18,JCP2022_056815,COMPOUND,gastrin inhibitor
source_3,BAY5871b,A04,JCP2022_092791,COMPOUND,HDAC inhibitor
source_3,BAY5871b,A05,JCP2022_060731,COMPOUND,GABA receptor modulator
source_3,BAY5871b,A07,JCP2022_067287,COMPOUND,anti-inflammatory agent
source_3,BAY5871b,A12,JCP2022_032109,COMPOUND,HDAC inhibitor
source_3,BAY5871b,A15,JCP2022_065740,COMPOUND,DNA inhibitor
source_3,BAY5871b,A21,JCP2022_058264,COMPOUND,sphingosine 1-phosphate receptor agonist
source_3,BAY5871b,A22,JCP2022_006186,COMPOUND,selective serotonin reuptake inhibitor (SSRI)
source_3,BAY5871b,B06,JCP2022_025157,COMPOUND,EGFR inhibitor
source_3,BAY5871b,B09,JCP2022_032468,COMPOUND,nitrification inhibitor
source_3,BAY5871b,B17,JCP2022_043803,COMPOUND,PKC inhibitor
source_3,BAY5871b,C06,JCP2022_003094,COMPOUND,prostanoid receptor antagonist
source_3,BAY5871b,C08,JCP2022_044972,COMPOUND,indicator dye
source_3,BAY5871b,C09,JCP2022_108290,COMPOUND,dopamine receptor antagonist
source_3,BAY5871b,C11,JCP2022_106938,COMPOUND,immunostimulant
source_3,BAY5871b,C19,JCP2022_116354,COMPOUND,prostaglandin synthesis inhibitor
source_3,BAY5871b,D13,JCP2022_084674,COMPOUND,cyclooxygenase inhibitor
source_3,BAY5871b,D17,JCP2022_012252,COMPOUND,free fatty acid receptor antagonist
source_3,BAY5871b,D19,JCP2022_008301,COMPOUND,analgesic agent
source_3,BAY5871b,D21,JCP2022_069563,COMPOUND,glycogen synthase kinase inhibitor
source_3,BAY5871b,E07,JCP2022_064825,COMPOUND,anthelmintic agent
source_3,BAY5871b,E10,JCP2022_047872,COMPOUND,LXR agonist
source_3,BAY5871b,E12,JCP2022_023457,COMPOUND,MAPK-interacting kinase inhibitor
source_3,BAY5871b,E20,JCP2022_096161,COMPOUND,EGFR inhibitor|tyrosine kinase inhibitor
source_3,BAY5871b,E21,JCP2022_066240,COMPOUND,hypoxia inducible factor prolyl hydroxylase inhibitor
source_3,BAY5871b,F08,JCP2022_026857,COMPOUND,antiprotozoal agent
source_3,BAY5871b,F10,JCP2022_035182,COMPOUND,TRPV antagonist
source_3,BAY5871b,F16,JCP2022_036662,COMPOUND,thiamine uptake blocker
source_3,BAY5871b,F18,JCP2022_011718,COMPOUND,nuclear factor erythroid derived|like (NRF2) activator
source_3,BAY5871b,G06,JCP2022_056621,COMPOUND,casein kinase inhibitor
source_3,BAY5871b,G09,JCP2022_073458,COMPOUND,p38 MAPK inhibitor
source_3,BAY5871b,G12,JCP2022_057254,COMPOUND,HDAC inhibitor
source_3,BAY5871b,G15,JCP2022_085116,COMPOUND,NOD1 inhibitor
source_3,BAY5871b,G19,JCP2022_077952,COMPOUND,TP53 inhibitor
source_3,BAY5871b,G21,JCP2022_082008,COMPOUND,IKK inhibitor
source_3,BAY5871b,H03,JCP2022_081881,COMPOUND,ALK tyrosine kinase receptor inhibitor
source_3,BAY5871b,H04,JCP2022_065917,COMPOUND,histone lysine methyltransferase inhibitor
source_3,BAY5871b,H05,JCP2022_016107,COMPOUND,cyclooxygenase inhibitor
source_3,BAY5871b,H09,JCP2022_111633,COMPOUND,urate transporter inhibitor
source_3,BAY5871b,H11,JCP2022_105211,COMPOUND,dihydroorotate dehydrogenase inhibitor
source_3,BAY5871b,H13,JCP2022_095907,COMPOUND,HDAC inhibitor
source_3,BAY5871b,H16,JCP2022_098458,COMPOUND,PI3K inhibitor
source_3,BAY5871b,H20,JCP2022_029728,COMPOUND,focal adhesion kinase inhibitor
source_3,BAY5871b,I08,JCP2022_092338,COMPOUND,protein tyrosine kinase inhibitor
source_3,BAY5871b,I18,JCP2022_097994,COMPOUND,gamma secretase modulator
source_3,BAY5871b,I22,JCP2022_017391,COMPOUND,ATR kinase inhibitor
source_3,BAY5871b,J03,JCP2022_087892,COMPOUND,sodium/hydrogen antiport inhibitor
source_3,BAY5871b,J06,JCP2022_039056,COMPOUND,cyclooxygenase inhibitor
source_3,BAY5871b,J09,JCP2022_103511,COMPOUND,angiogenesis inhibitor
source_3,BAY5871b,J10,JCP2022_051481,COMPOUND,EGFR inhibitor
source_3,BAY5871b,J12,JCP2022_004857,COMPOUND,mineralocorticoid receptor antagonist
source_3,BAY5871b,J13,JCP2022_093968,COMPOUND,sodium channel blocker
source_3,BAY5871b,J15,JCP2022_018888,COMPOUND,tumor necrosis factor release inhibitor
source_3,BAY5871b,K11,JCP2022_078310,COMPOUND,NADPH oxidase inhibitor
source_3,BAY5871b,K13,JCP2022_030607,COMPOUND,phosphodiesterase inhibitor
source_3,BAY5871b,L13,JCP2022_108053,COMPOUND,analgesic agent
source_3,BAY5871b,L18,JCP2022_099896,COMPOUND,anti-inflammatory agent
source_3,BAY5871b,L21,JCP2022_099180,COMPOUND,serine/threonine kinase inhibitor
source_3,BAY5871b,L22,JCP2022_023274,COMPOUND,ALK tyrosine kinase receptor inhibitor
source_3,BAY5871b,M05,JCP2022_053266,COMPOUND,non-nucleoside reverse transcriptase inhibitor
source_3,BAY5871b,M07,JCP2022_080473,COMPOUND,troponin activator
source_3,BAY5871b,M10,JCP2022_063365,COMPOUND,hepatocyte function enhancer
source_3,BAY5871b,M15,JCP2022_079457,COMPOUND,MET inhibitor
source_3,BAY5871b,M16,JCP2022_018971,COMPOUND,polycomb protein inhibitor
source_3,BAY5871b,M17,JCP2022_053443,COMPOUND,acetylcholine receptor allosteric modulator
source_3,BAY5871b,N07,JCP2022_053429,COMPOUND,serotonin receptor agonist
source_3,BAY5871b,N13,JCP2022_030973,COMPOUND,GABA receptor agonist
source_3,BAY5871b,N16,JCP2022_013856,COMPOUND,PI3K inhibitor
source_3,BAY5871b,N19,JCP2022_018598,COMPOUND,serine arginine protein kinase inhibitor
source_3,BAY5871b,N20,JCP2022_021906,COMPOUND,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor
source_3,BAY5871b,O08,JCP2022_070805,COMPOUND,serotonin receptor antagonist
source_3,BAY5871b,O10,JCP2022_053711,COMPOUND,topical sunscreen agent
source_3,BAY5871b,O11,JCP2022_001854,COMPOUND,HDAC inhibitor
source_3,BAY5871b,O16,JCP2022_000214,COMPOUND,insulin growth factor receptor inhibitor
source_3,BAY5871b,P04,JCP2022_075850,COMPOUND,nitric oxide production inhibitor|tau aggregation inhibitor
source_3,BAY5871b,P07,JCP2022_010566,COMPOUND,MDM inhibitor
source_3,BAY5871b,P12,JCP2022_099875,COMPOUND,ATPase inhibitor
source_3,BAY5871b,P16,JCP2022_063121,COMPOUND,CC chemokine receptor antagonist
source_3,BAY5871b,P17,JCP2022_044250,COMPOUND,EGFR inhibitor
source_3,BAY5871b,P18,JCP2022_053744,COMPOUND,prostaglandin receptor agonist
source_3,BAY5871b,P21,JCP2022_053907,COMPOUND,RNA synthesis inhibitor
source_3,BAY5871c,A07,JCP2022_013336,COMPOUND,potassium channel activator
source_3,BAY5871c,A11,JCP2022_097736,COMPOUND,chloride channel blocker
source_3,BAY5871c,A14,JCP2022_065778,COMPOUND,ATP synthase inhibitor
source_3,BAY5871c,A15,JCP2022_059191,COMPOUND,histamine receptor agonist
source_3,BAY5871c,A18,JCP2022_099221,COMPOUND,potassium/chloride cotransporter inhibitor
source_3,BAY5871c,B07,JCP2022_055846,COMPOUND,estrogen receptor agonist
source_3,BAY5871c,B08,JCP2022_102742,COMPOUND,leucine rich repeat kinase inhibitor
source_3,BAY5871c,B21,JCP2022_036510,COMPOUND,rho associated kinase inhibitor
source_3,BAY5871c,B22,JCP2022_116224,COMPOUND,kinase inhibitor
source_3,BAY5871c,C06,JCP2022_016549,COMPOUND,TGF beta receptor inhibitor
source_3,BAY5871c,C09,JCP2022_087220,COMPOUND,cannabinoid receptor agonist
source_3,BAY5871c,C11,JCP2022_006043,COMPOUND,psychoactive drug
source_3,BAY5871c,C12,JCP2022_038796,COMPOUND,Oct activator
source_3,BAY5871c,C20,JCP2022_015718,COMPOUND,free fatty acid receptor agonist|G protein-coupled receptor agonist
source_3,BAY5871c,D03,JCP2022_004318,COMPOUND,adipose triglyceride lipase inhibitor
source_3,BAY5871c,D04,JCP2022_106323,COMPOUND,LIM kinase inhibitor
source_3,BAY5871c,D08,JCP2022_041685,COMPOUND,CDK inhibitor
source_3,BAY5871c,D10,JCP2022_043681,COMPOUND,cytochrome P450 inhibitor
source_3,BAY5871c,D13,JCP2022_052522,COMPOUND,glycosylation inhibitor
source_3,BAY5871c,D17,JCP2022_102936,COMPOUND,JNK inhibitor
source_3,BAY5871c,D20,JCP2022_071733,COMPOUND,RAF inhibitor
source_3,BAY5871c,D21,JCP2022_068238,COMPOUND,histone lysine methyltransferase inhibitor
source_3,BAY5871c,E05,JCP2022_097676,COMPOUND,histone lysine demethylase inhibitor
source_3,BAY5871c,E10,JCP2022_003760,COMPOUND,antioxidant
source_3,BAY5871c,E17,JCP2022_055874,COMPOUND,PI3K inhibitor
source_3,BAY5871c,E21,JCP2022_086196,COMPOUND,monoacylglucerol lipase inhibitor
source_3,BAY5871c,F10,JCP2022_015941,COMPOUND,serine/threonine kinase inhibitor
source_3,BAY5871c,F15,JCP2022_099111,COMPOUND,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|SRC inhibitor
source_3,BAY5871c,G06,JCP2022_034709,COMPOUND,phosphodiesterase inhibitor
source_3,BAY5871c,G07,JCP2022_100196,COMPOUND,SIRT inhibitor|TP53 activator
source_3,BAY5871c,G09,JCP2022_050873,COMPOUND,free fatty acid receptor agonist
source_3,BAY5871c,G12,JCP2022_087474,COMPOUND,bromodomain inhibitor
source_3,BAY5871c,G15,JCP2022_091109,COMPOUND,sodium channel blocker
source_3,BAY5871c,G19,JCP2022_015333,COMPOUND,PDGFR tyrosine kinase receptor inhibitor
source_3,BAY5871c,H03,JCP2022_004212,COMPOUND,histone demethylase inhibitor
source_3,BAY5871c,H05,JCP2022_111911,COMPOUND,cholesteryl ester transfer protein inhibitor
source_3,BAY5871c,H08,JCP2022_025145,COMPOUND,MEK inhibitor
source_3,BAY5871c,H11,JCP2022_035296,COMPOUND,Bcr-Abl kinase inhibitor
source_3,BAY5871c,H19,JCP2022_095711,COMPOUND,protein tyrosine kinase inhibitor
source_3,BAY5871c,H20,JCP2022_114987,COMPOUND,histamine receptor antagonist
source_3,BAY5871c,I07,JCP2022_067513,COMPOUND,dihydropteroate synthetase inhibitor
source_3,BAY5871c,I08,JCP2022_033026,COMPOUND,Oct activator
source_3,BAY5871c,I10,JCP2022_008964,COMPOUND,HDAC inhibitor
source_3,BAY5871c,I13,JCP2022_062381,COMPOUND,leukotriene synthesis inhibitor
source_3,BAY5871c,I17,JCP2022_044010,COMPOUND,HCN channel blocker
source_3,BAY5871c,J04,JCP2022_039512,COMPOUND,PI3K inhibitor
source_3,BAY5871c,J07,JCP2022_001376,COMPOUND,glutamate receptor positive allosteric modulator
source_3,BAY5871c,J13,JCP2022_062381,COMPOUND,leukotriene synthesis inhibitor
source_3,BAY5871c,J15,JCP2022_019001,COMPOUND,PDGFR tyrosine kinase receptor inhibitor
source_3,BAY5871c,J16,JCP2022_040983,COMPOUND,farnesyltransferase inhibitor
source_3,BAY5871c,J20,JCP2022_019949,COMPOUND,Bruton's tyrosine kinase (BTK) inhibitor|EGFR inhibitor
source_3,BAY5871c,K06,JCP2022_103381,COMPOUND,ionotropic glutamate receptor agonist
source_3,BAY5871c,K07,JCP2022_087308,COMPOUND,FGFR inhibitor
source_3,BAY5871c,K11,JCP2022_058697,COMPOUND,glucose dependent insulinotropic receptor agonist
source_3,BAY5871c,L06,JCP2022_021160,COMPOUND,AXL kinase inhibitor
source_3,BAY5871c,L10,JCP2022_101825,COMPOUND,hypoxia inducible factor prolyl hydroxylase inhibitor
source_3,BAY5871c,L15,JCP2022_050450,COMPOUND,leucine rich repeat kinase inhibitor|RAF inhibitor
source_3,BAY5871c,L17,JCP2022_100328,COMPOUND,SRC inhibitor
source_3,BAY5871c,L19,JCP2022_107427,COMPOUND,PI3K inhibitor
source_3,BAY5871c,M03,JCP2022_099464,COMPOUND,receptor tyrosine protein kinase inhibitor
source_3,BAY5871c,M13,JCP2022_047545,COMPOUND,Bruton's tyrosine kinase (BTK) inhibitor
source_3,BAY5871c,M14,JCP2022_058799,COMPOUND,acetylcholine receptor agonist|benzodiazepine receptor agonist
source_3,BAY5871c,M15,JCP2022_062539,COMPOUND,coloring agent
source_3,BAY5871c,M16,JCP2022_054008,COMPOUND,amyloid protein inhibitor|antiamyloidogenic agent
source_3,BAY5871c,N03,JCP2022_034199,COMPOUND,adrenergic receptor antagonist
source_3,BAY5871c,N11,JCP2022_063196,COMPOUND,plasminogen activator inhibitor
source_3,BAY5871c,N13,JCP2022_038096,COMPOUND,SIRT inhibitor
source_3,BAY5871c,O06,JCP2022_091340,COMPOUND,transient receptor potential channel antagonist
source_3,BAY5871c,O09,JCP2022_013872,COMPOUND,CC chemokine receptor antagonist
source_3,BAY5871c,O12,JCP2022_029408,COMPOUND,adenosine receptor agonist
source_3,BAY5871c,O22,JCP2022_002057,COMPOUND,Aurora kinase inhibitor
source_3,BAY5871c,P03,JCP2022_063654,COMPOUND,Aurora kinase inhibitor
source_3,BAY5871c,P04,JCP2022_083692,COMPOUND,fatty acid binding protein inhibitor
source_3,BAY5871c,P09,JCP2022_099471,COMPOUND,tissue transglutaminase inhibitor
source_3,BAY5871c,P13,JCP2022_023729,COMPOUND,smoothened receptor agonist
source_3,BAY5871c,P16,JCP2022_071486,COMPOUND,adenosine receptor antagonist
source_3,BAY5871c,P20,JCP2022_056938,COMPOUND,cyclin D inhibitor
source_3,BAY5871d,A03,JCP2022_094817,COMPOUND,AKT inhibitor|MAP kinase inhibitor
source_3,BAY5871d,A07,JCP2022_049468,COMPOUND,PI3K inhibitor
source_3,BAY5871d,A13,JCP2022_022792,COMPOUND,EGFR inhibitor
source_3,BAY5871d,A14,JCP2022_097851,COMPOUND,leucine rich repeat kinase inhibitor
source_3,BAY5871d,A18,JCP2022_007295,COMPOUND,PI3K inhibitor
source_3,BAY5871d,B09,JCP2022_030599,COMPOUND,antiprotozoal agent
source_3,BAY5871d,B17,JCP2022_028072,COMPOUND,adrenergic receptor antagonist
source_3,BAY5871d,C08,JCP2022_072643,COMPOUND,STAT inhibitor
source_3,BAY5871d,C20,JCP2022_037571,COMPOUND,dopamine receptor antagonist|serotonin receptor agonist
source_3,BAY5871d,D12,JCP2022_094690,COMPOUND,ornithine decarboxylase inhibitor
source_3,BAY5871d,D16,JCP2022_058565,COMPOUND,vitamin K antagonist
source_3,BAY5871d,D18,JCP2022_025924,COMPOUND,endothelin receptor antagonist
source_3,BAY5871d,D21,JCP2022_025924,COMPOUND,endothelin receptor antagonist
source_3,BAY5871d,E08,JCP2022_083552,COMPOUND,protein kinase inhibitor
source_3,BAY5871d,E11,JCP2022_110942,COMPOUND,bromodomain inhibitor
source_3,BAY5871d,E13,JCP2022_019559,COMPOUND,ribosomal protein inhibitor
source_3,BAY5871d,E21,JCP2022_009216,COMPOUND,IKK inhibitor
source_3,BAY5871d,E22,JCP2022_114832,COMPOUND,histone lysine methyltransferase inhibitor
source_3,BAY5871d,F09,JCP2022_115083,COMPOUND,adrenergic receptor antagonist
source_3,BAY5871d,G13,JCP2022_053068,COMPOUND,aryl hydrocarbon receptor agonist
source_3,BAY5871d,G18,JCP2022_053524,COMPOUND,glycogen synthase kinase inhibitor
source_3,BAY5871d,G22,JCP2022_050662,COMPOUND,serotonin receptor antagonist
source_3,BAY5871d,H04,JCP2022_034761,COMPOUND,SRC inhibitor
source_3,BAY5871d,H13,JCP2022_082591,COMPOUND,histamine receptor antagonist
source_3,BAY5871d,I03,JCP2022_032689,COMPOUND,SRC inhibitor|tubulin polymerization inhibitor
source_3,BAY5871d,I05,JCP2022_082643,COMPOUND,monoacylglucerol lipase inhibitor
source_3,BAY5871d,I06,JCP2022_082424,COMPOUND,EGFR inhibitor
source_3,BAY5871d,I08,JCP2022_003755,COMPOUND,serotonin receptor antagonist
source_3,BAY5871d,J07,JCP2022_088717,COMPOUND,serotonin receptor antagonist
source_3,BAY5871d,J10,JCP2022_026859,COMPOUND,HDAC inhibitor
source_3,BAY5871d,J19,JCP2022_111882,COMPOUND,antibacterial
source_3,BAY5871d,K04,JCP2022_113812,COMPOUND,tankyrase inhibitor
source_3,BAY5871d,K05,JCP2022_015616,COMPOUND,lipoxygenase inhibitor
source_3,BAY5871d,K06,JCP2022_026610,COMPOUND,MET inhibitor|VEGFR inhibitor
source_3,BAY5871d,K07,JCP2022_065178,COMPOUND,CC chemokine receptor antagonist
source_3,BAY5871d,K08,JCP2022_006690,COMPOUND,Bcr-Abl kinase inhibitor
source_3,BAY5871d,K19,JCP2022_026036,COMPOUND,rho associated kinase inhibitor
source_3,BAY5871d,L03,JCP2022_048025,COMPOUND,FXR agonist
source_3,BAY5871d,L11,JCP2022_115134,COMPOUND,HSP inhibitor
source_3,BAY5871d,L16,JCP2022_025946,COMPOUND,adrenergic receptor agonist
source_3,BAY5871d,M03,JCP2022_000135,COMPOUND,norepinephrine inhibitor
source_3,BAY5871d,M05,JCP2022_045036,COMPOUND,RAGE receptor antagonist
source_3,BAY5871d,M08,JCP2022_069211,COMPOUND,PPAR receptor agonist
source_3,BAY5871d,M09,JCP2022_043732,COMPOUND,fibroblast growth factor mimetic
source_3,BAY5871d,M19,JCP2022_093464,COMPOUND,p38 MAPK inhibitor
source_3,BAY5871d,N06,JCP2022_060725,COMPOUND,microtubule inhibitor
source_3,BAY5871d,N07,JCP2022_114793,COMPOUND,muscle relaxant
source_3,BAY5871d,N08,JCP2022_110744,COMPOUND,nitric oxide synthase stimulant
source_3,BAY5871d,N15,JCP2022_081019,COMPOUND,cholinesterase inhibitor
source_3,BAY5871d,N16,JCP2022_047798,COMPOUND,glutathione transferase stimulant
source_3,BAY5871d,O05,JCP2022_048694,COMPOUND,retinoid receptor agonist
source_3,BAY5871d,O16,JCP2022_053421,COMPOUND,T-type calcium channel blocker
source_3,BAY5871d,P04,JCP2022_098004,COMPOUND,opioid receptor antagonist
source_3,BAY5871d,P06,JCP2022_088199,COMPOUND,xanthine oxidase inhibitor
source_3,BAY5871d,P09,JCP2022_002684,COMPOUND,thymidylate synthase inhibitor
source_3,BAY5871d,P10,JCP2022_021857,COMPOUND,sodium channel blocker
source_3,BAY5871d,P11,JCP2022_108960,COMPOUND,melatonin receptor agonist|serotonin receptor antagonist
source_3,BAY5871d,P15,JCP2022_071066,COMPOUND,CFTR channel potentiator
source_3,BAY5872a,A08,JCP2022_055397,COMPOUND,transglutaminase inhibitor
source_3,BAY5872a,A13,JCP2022_044763,COMPOUND,tissue transglutaminase inhibitor
source_3,BAY5872a,A19,JCP2022_022739,COMPOUND,glycine transporter inhibitor
source_3,BAY5872a,B03,JCP2022_039970,COMPOUND,mitochondrial pyruvate carrier modulator
source_3,BAY5872a,B06,JCP2022_021963,COMPOUND,G protein-coupled receptor modulator
source_3,BAY5872a,B08,JCP2022_013491,COMPOUND,DNA synthesis inhibitor
source_3,BAY5872a,B20,JCP2022_110274,COMPOUND,tyrosine kinase inhibitor
source_3,BAY5872a,C22,JCP2022_086964,COMPOUND,Bruton's tyrosine kinase (BTK) inhibitor
source_3,BAY5872a,E05,JCP2022_062662,COMPOUND,neurotransmitter agonist
source_3,BAY5872a,E10,JCP2022_081154,COMPOUND,kinase inhibitor
source_3,BAY5872a,E17,JCP2022_081965,COMPOUND,dopamine receptor antagonist
source_3,BAY5872a,E20,JCP2022_019144,COMPOUND,VEGFR inhibitor
source_3,BAY5872a,F09,JCP2022_070992,COMPOUND,protein tyrosine kinase inhibitor
source_3,BAY5872a,F20,JCP2022_105625,COMPOUND,transcriptional regulatory protein WalR
source_3,BAY5872a,G13,JCP2022_105501,COMPOUND,prostanoid receptor antagonist
source_3,BAY5872a,G21,JCP2022_041773,COMPOUND,CC chemokine receptor antagonist
