,Metadata_Source,Metadata_Plate,Metadata_Well,Metadata_JCP2022,Metadata_PlateType,Metadata_MoA
10052,source_7,CP2-SC1-14,L09,JCP2022_102917,COMPOUND,RAGE receptor antagonist
10053,source_7,CP2-SC1-14,L12,JCP2022_040952,COMPOUND,ERK inhibitor
10054,source_7,CP2-SC1-14,L18,JCP2022_007081,COMPOUND,PI3K inhibitor
10055,source_7,CP2-SC1-14,L21,JCP2022_108339,COMPOUND,protein tyrosine kinase inhibitor
10056,source_7,CP2-SC1-14,M04,JCP2022_088849,COMPOUND,caspase inhibitor
10057,source_7,CP2-SC1-14,M07,JCP2022_049240,COMPOUND,P glycoprotein inhibitor
10058,source_7,CP2-SC1-14,M09,JCP2022_040275,COMPOUND,PARP inhibitor
10059,source_7,CP2-SC1-14,M10,JCP2022_013659,COMPOUND,DNA polymerase inhibitor
10060,source_7,CP2-SC1-14,M11,JCP2022_051020,COMPOUND,BCL inhibitor
10061,source_7,CP2-SC1-14,M12,JCP2022_031286,COMPOUND,AKT inhibitor
10062,source_7,CP2-SC1-14,M18,JCP2022_047872,COMPOUND,LXR agonist
10063,source_7,CP2-SC1-14,M19,JCP2022_007629,COMPOUND,NAMPT inhibitor
10064,source_7,CP2-SC1-14,M20,JCP2022_007805,COMPOUND,tyrosine kinase receptor inhibitor
10065,source_7,CP2-SC1-14,M21,JCP2022_018311,COMPOUND,Bcr-Abl kinase inhibitor
10066,source_7,CP2-SC1-14,N06,JCP2022_094736,COMPOUND,HDAC inhibitor
10067,source_7,CP2-SC1-14,N09,JCP2022_040928,COMPOUND,VEGFR inhibitor
10068,source_7,CP2-SC1-14,N13,JCP2022_040796,COMPOUND,autotaxin inhibitor
10069,source_7,CP2-SC1-14,N15,JCP2022_005449,COMPOUND,autophagy inducer
10070,source_7,CP2-SC1-14,N16,JCP2022_021160,COMPOUND,AXL kinase inhibitor
10071,source_7,CP2-SC1-14,O03,JCP2022_065917,COMPOUND,histone lysine methyltransferase inhibitor
10072,source_7,CP2-SC1-14,O07,JCP2022_086615,COMPOUND,PPAR receptor agonist
10073,source_7,CP2-SC1-14,O09,JCP2022_085728,COMPOUND,HSP inhibitor
10074,source_7,CP2-SC1-14,O11,JCP2022_026859,COMPOUND,HDAC inhibitor
10075,source_7,CP2-SC1-14,O14,JCP2022_082424,COMPOUND,EGFR inhibitor
10076,source_7,CP2-SC1-14,O21,JCP2022_101929,COMPOUND,guanylate cyclase stimulant
10077,source_7,CP2-SC1-14,P03,JCP2022_034761,COMPOUND,SRC inhibitor
10078,source_7,CP2-SC1-14,P07,JCP2022_019313,COMPOUND,WNT agonist
10079,source_7,CP2-SC1-14,P11,JCP2022_073113,COMPOUND,JNK inhibitor
10080,source_7,CP2-SC1-14,P12,JCP2022_040952,COMPOUND,ERK inhibitor
10081,source_7,CP2-SC1-15,A04,JCP2022_099896,COMPOUND,anti-inflammatory agent
10082,source_7,CP2-SC1-15,A11,JCP2022_095676,COMPOUND,ATM kinase inhibitor
10083,source_7,CP2-SC1-15,A16,JCP2022_018888,COMPOUND,tumor necrosis factor release inhibitor
10084,source_7,CP2-SC1-15,A17,JCP2022_046731,COMPOUND,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
10085,source_7,CP2-SC1-15,B05,JCP2022_073201,COMPOUND,hypoxia inducible factor inhibitor
10086,source_7,CP2-SC1-15,B09,JCP2022_035862,COMPOUND,MAP kinase inhibitor
10087,source_7,CP2-SC1-15,B13,JCP2022_045878,COMPOUND,c-Met inhibitor
10088,source_7,CP2-SC1-15,C19,JCP2022_090466,COMPOUND,EGFR inhibitor
10089,source_7,CP2-SC1-15,D03,JCP2022_003084,COMPOUND,WNT pathway inhibitor
10090,source_7,CP2-SC1-15,D05,JCP2022_069803,COMPOUND,TGF beta receptor inhibitor
10091,source_7,CP2-SC1-15,D11,JCP2022_034444,COMPOUND,RET tyrosine kinase inhibitor
10092,source_7,CP2-SC1-15,G10,JCP2022_086857,COMPOUND,PPAR receptor antagonist
10093,source_7,CP2-SC1-15,G11,JCP2022_000950,COMPOUND,estrogen receptor antagonist
10094,source_7,CP2-SC1-15,H11,JCP2022_085072,COMPOUND,monoacylglycerol lipase inhibitor
10095,source_7,CP2-SC1-15,H19,JCP2022_036250,COMPOUND,apoptosis stimulant
10096,source_7,CP2-SC1-15,I13,JCP2022_025540,COMPOUND,CFTR channel potentiator
10097,source_7,CP2-SC1-15,I17,JCP2022_033027,COMPOUND,mitochondrial complex I inhibitor
10098,source_7,CP2-SC1-15,I19,JCP2022_088708,COMPOUND,RAF inhibitor
10099,source_7,CP2-SC1-15,K11,JCP2022_023826,COMPOUND,RAF inhibitor
10100,source_7,CP2-SC1-15,K13,JCP2022_019480,COMPOUND,Aurora kinase inhibitor
10101,source_7,CP2-SC1-15,K15,JCP2022_101669,COMPOUND,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor
10102,source_7,CP2-SC1-15,L05,JCP2022_075939,COMPOUND,Bruton's tyrosine kinase (BTK) inhibitor
10103,source_7,CP2-SC1-15,M07,JCP2022_039338,COMPOUND,BMI-1 inhibitor
10104,source_7,CP2-SC1-15,M11,JCP2022_091340,COMPOUND,transient receptor potential channel antagonist
10105,source_7,CP2-SC1-15,M17,JCP2022_111633,COMPOUND,urate transporter inhibitor
10106,source_7,CP2-SC1-15,M19,JCP2022_011821,COMPOUND,monocarboxylate transporter inhibitor
10107,source_7,CP2-SC1-15,M21,JCP2022_010554,COMPOUND,receptor tyrosine protein kinase inhibitor
10108,source_7,CP2-SC1-15,N03,JCP2022_025748,COMPOUND,HDAC inhibitor
10109,source_7,CP2-SC1-15,O17,JCP2022_000641,COMPOUND,PI3K inhibitor
10110,source_7,CP2-SC1-15,P03,JCP2022_065437,COMPOUND,PPAR receptor agonist
10111,source_7,CP2-SC1-15,P21,JCP2022_107365,COMPOUND,LDL receptor activator
10112,source_7,CP2-SC1-16,A18,JCP2022_058264,COMPOUND,sphingosine 1-phosphate receptor agonist
10113,source_7,CP2-SC1-16,B04,JCP2022_099180,COMPOUND,serine/threonine kinase inhibitor
10114,source_7,CP2-SC1-16,B08,JCP2022_034274,COMPOUND,myeloperoxidase inhibitor
10115,source_7,CP2-SC1-16,B12,JCP2022_094934,COMPOUND,cytokine production inhibitor
10116,source_7,CP2-SC1-16,B16,JCP2022_113812,COMPOUND,tankyrase inhibitor
10117,source_7,CP2-SC1-16,B18,JCP2022_015805,COMPOUND,sigma receptor antagonist
10118,source_7,CP2-SC1-16,C18,JCP2022_017913,COMPOUND,steroid sulfatase inhibitor
10119,source_7,CP2-SC1-16,C19,JCP2022_074465,COMPOUND,PARP inhibitor
10120,source_7,CP2-SC1-16,C20,JCP2022_105140,COMPOUND,antiinfective drug
10121,source_7,CP2-SC1-16,D04,JCP2022_063560,COMPOUND,thrombopoietin receptor agonist
10122,source_7,CP2-SC1-16,D16,JCP2022_105958,COMPOUND,glucose dependent insulinotropic receptor agonist
10123,source_7,CP2-SC1-16,E12,JCP2022_089383,COMPOUND,calcium channel blocker
10124,source_7,CP2-SC1-16,E20,JCP2022_034534,COMPOUND,adrenergic receptor agonist
10125,source_7,CP2-SC1-16,F04,JCP2022_075448,COMPOUND,HIV attachment inhibitor
10126,source_7,CP2-SC1-16,F06,JCP2022_058185,COMPOUND,transient receptor potential channel antagonist
10127,source_7,CP2-SC1-16,F13,JCP2022_078022,COMPOUND,acetylcholinesterase inhibitor
10128,source_7,CP2-SC1-16,F18,JCP2022_106400,COMPOUND,sigma receptor antagonist
10129,source_7,CP2-SC1-16,F19,JCP2022_036097,COMPOUND,acetylcholine receptor antagonist
10130,source_7,CP2-SC1-16,F21,JCP2022_027907,COMPOUND,psychoactive drug
10131,source_7,CP2-SC1-16,F22,JCP2022_034818,COMPOUND,PARG inhibitor
10132,source_7,CP2-SC1-16,G08,JCP2022_106859,COMPOUND,adrenergic receptor agonist
10133,source_7,CP2-SC1-16,G14,JCP2022_112860,COMPOUND,dopamine receptor antagonist
10134,source_7,CP2-SC1-16,G16,JCP2022_011862,COMPOUND,leucine rich repeat kinase inhibitor
10135,source_7,CP2-SC1-16,G22,JCP2022_075815,COMPOUND,beta catenin inhibitor|porcupine inhibitor
10136,source_7,CP2-SC1-16,H04,JCP2022_068563,COMPOUND,dihydroorotate dehydrogenase inhibitor
10137,source_7,CP2-SC1-16,H12,JCP2022_102936,COMPOUND,JNK inhibitor
10138,source_7,CP2-SC1-16,H14,JCP2022_071848,COMPOUND,tankyrase inhibitor
10139,source_7,CP2-SC1-16,I08,JCP2022_042107,COMPOUND,dopamine receptor antagonist
10140,source_7,CP2-SC1-16,I18,JCP2022_066766,COMPOUND,lysophospholipase inhibitor
10141,source_7,CP2-SC1-16,I22,JCP2022_071702,COMPOUND,CC chemokine receptor antagonist
10142,source_7,CP2-SC1-16,J04,JCP2022_085218,COMPOUND,potassium channel blocker
10143,source_7,CP2-SC1-16,J10,JCP2022_106681,COMPOUND,PKC inhibitor
10144,source_7,CP2-SC1-16,J16,JCP2022_066817,COMPOUND,aldo-keto reductase inhibitor
10145,source_7,CP2-SC1-16,J17,JCP2022_022513,COMPOUND,other antifungal
10146,source_7,CP2-SC1-16,J21,JCP2022_063370,COMPOUND,acetylcholine precursor
10147,source_7,CP2-SC1-16,K08,JCP2022_009159,COMPOUND,tricyclic antidepressant
10148,source_7,CP2-SC1-16,K22,JCP2022_080003,COMPOUND,adenosine kinase inhibitor
10149,source_7,CP2-SC1-16,L04,JCP2022_052121,COMPOUND,angiogenesis inhibitor
10150,source_7,CP2-SC1-16,L06,JCP2022_026032,COMPOUND,acetylcholine receptor antagonist
10151,source_7,CP2-SC1-16,L14,JCP2022_025952,COMPOUND,G protein-coupled receptor agonist
10152,source_7,CP2-SC1-16,M14,JCP2022_103079,COMPOUND,serotonin receptor agonist
10153,source_7,CP2-SC1-16,M16,JCP2022_051481,COMPOUND,EGFR inhibitor
10154,source_7,CP2-SC1-16,N10,JCP2022_026424,COMPOUND,Bruton's tyrosine kinase (BTK) inhibitor
10155,source_7,CP2-SC1-16,N12,JCP2022_031909,COMPOUND,beta amyloid inhibitor
10156,source_7,CP2-SC1-16,N14,JCP2022_103874,COMPOUND,cyclooxygenase inhibitor
10157,source_7,CP2-SC1-16,N19,JCP2022_081279,COMPOUND,acetylcholinesterase inhibitor
10158,source_7,CP2-SC1-16,O12,JCP2022_086646,COMPOUND,retinoid receptor agonist
10159,source_7,CP2-SC1-16,O14,JCP2022_039673,COMPOUND,hypoxia inducible factor prolyl hydroxylase inhibitor
10160,source_7,CP2-SC1-16,O16,JCP2022_067287,COMPOUND,anti-inflammatory agent
10161,source_7,CP2-SC1-16,O22,JCP2022_083692,COMPOUND,fatty acid binding protein inhibitor
10162,source_7,CP2-SC1-16,P10,JCP2022_011761,COMPOUND,orexin receptor antagonist
10163,source_7,CP2-SC1-16,P12,JCP2022_101217,COMPOUND,casein kinase inhibitor
10164,source_7,CP2-SC1-17,A03,JCP2022_077875,COMPOUND,autotaxin inhibitor
10165,source_7,CP2-SC1-17,A08,JCP2022_105714,COMPOUND,SRC inhibitor
10166,source_7,CP2-SC1-17,A12,JCP2022_052804,COMPOUND,CDC inhibitor
10167,source_7,CP2-SC1-17,A17,JCP2022_005089,COMPOUND,FAAH inhibitor
10168,source_7,CP2-SC1-17,A19,JCP2022_110440,COMPOUND,tubulin polymerization inhibitor
10169,source_7,CP2-SC1-17,B09,JCP2022_014520,COMPOUND,ACAT inhibitor
10170,source_7,CP2-SC1-17,B15,JCP2022_009729,COMPOUND,phosphodiesterase inhibitor
10171,source_7,CP2-SC1-17,C08,JCP2022_011704,COMPOUND,acetylcholine receptor allosteric modulator
10172,source_7,CP2-SC1-17,C10,JCP2022_070370,COMPOUND,cyclooxygenase inhibitor
10173,source_7,CP2-SC1-17,C15,JCP2022_003950,COMPOUND,casein kinase inhibitor
10174,source_7,CP2-SC1-17,C17,JCP2022_065740,COMPOUND,DNA inhibitor
10175,source_7,CP2-SC1-17,C19,JCP2022_015528,COMPOUND,membrane integrity inhibitor
10176,source_7,CP2-SC1-17,C22,JCP2022_079653,COMPOUND,TRPV antagonist
10177,source_7,CP2-SC1-17,D03,JCP2022_089736,COMPOUND,STING antagonist
10178,source_7,CP2-SC1-17,D05,JCP2022_019867,COMPOUND,thyroid hormone receptor agonist
10179,source_7,CP2-SC1-17,D07,JCP2022_018939,COMPOUND,cyclooxygenase inhibitor|glutathione peroxidase agonist|H+/K+-ATPase inhibitor|nitric oxide synthase inhibitor
10180,source_7,CP2-SC1-17,E08,JCP2022_064295,COMPOUND,serotonin receptor antagonist
10181,source_7,CP2-SC1-17,E19,JCP2022_016289,COMPOUND,tumor necrosis factor release inhibitor
10182,source_7,CP2-SC1-17,F05,JCP2022_100639,COMPOUND,angiotensin receptor antagonist
10183,source_7,CP2-SC1-17,F07,JCP2022_008032,COMPOUND,piezo channel activator
10184,source_7,CP2-SC1-17,F09,JCP2022_038659,COMPOUND,AKT inhibitor
10185,source_7,CP2-SC1-17,G04,JCP2022_033179,COMPOUND,serotonin receptor antagonist
10186,source_7,CP2-SC1-17,G05,JCP2022_111531,COMPOUND,cytochrome P450 inhibitor
10187,source_7,CP2-SC1-17,G08,JCP2022_035182,COMPOUND,TRPV antagonist
10188,source_7,CP2-SC1-17,G10,JCP2022_017785,COMPOUND,G protein-coupled receptor agonist
10189,source_7,CP2-SC1-17,G16,JCP2022_044745,COMPOUND,ARF inhibitor
10190,source_7,CP2-SC1-17,G19,JCP2022_101657,COMPOUND,anxiolytic
10191,source_7,CP2-SC1-17,I06,JCP2022_013525,COMPOUND,serotonin receptor agonist
10192,source_7,CP2-SC1-17,J03,JCP2022_007211,COMPOUND,"1,4,5-trisphosphate inhibitor"
10193,source_7,CP2-SC1-17,J17,JCP2022_107784,COMPOUND,11-beta hydroxysteroid dehydrogenase inhibitor
10194,source_7,CP2-SC1-17,K04,JCP2022_085938,COMPOUND,Pim kinase inhibitor
10195,source_7,CP2-SC1-17,K13,JCP2022_114832,COMPOUND,histone lysine methyltransferase inhibitor
10196,source_7,CP2-SC1-17,K15,JCP2022_083068,COMPOUND,angiogenesis inhibitor|tumor necrosis factor production inhibitor
10197,source_7,CP2-SC1-17,L03,JCP2022_023457,COMPOUND,MAPK-interacting kinase inhibitor
10198,source_7,CP2-SC1-17,L08,JCP2022_090897,COMPOUND,antitumor agent|ubiquitin C-terminal hydrolase inhibitor
10199,source_7,CP2-SC1-17,M04,JCP2022_088021,COMPOUND,cyclooxygenase inhibitor|lipoxygenase inhibitor
10200,source_7,CP2-SC1-17,M06,JCP2022_057909,COMPOUND,benzodiazepine receptor ligand
10201,source_7,CP2-SC1-17,M10,JCP2022_050873,COMPOUND,free fatty acid receptor agonist
10202,source_7,CP2-SC1-17,M15,JCP2022_039751,COMPOUND,immunosuppressant
10203,source_7,CP2-SC1-17,M16,JCP2022_035477,COMPOUND,G protein-coupled receptor antagonist
10204,source_7,CP2-SC1-17,M19,JCP2022_115505,COMPOUND,macrophage migration inhibiting factor inhibitor
10205,source_7,CP2-SC1-17,N21,JCP2022_086689,COMPOUND,tyrosine kinase inhibitor
10206,source_7,CP2-SC1-17,O06,JCP2022_016107,COMPOUND,cyclooxygenase inhibitor
10207,source_7,CP2-SC1-17,O12,JCP2022_005137,COMPOUND,nuclear receptor antagonist
10208,source_7,CP2-SC1-17,O14,JCP2022_097269,COMPOUND,mitotic kinesin inhibitor
10209,source_7,CP2-SC1-17,O15,JCP2022_111655,COMPOUND,monoamine oxidase inhibitor
10210,source_7,CP2-SC1-17,O19,JCP2022_071503,COMPOUND,serotonin receptor antagonist
10211,source_7,CP2-SC1-17,P09,JCP2022_051051,COMPOUND,anti-inflammatory agent
10212,source_7,CP2-SC1-18,A04,JCP2022_015954,COMPOUND,glutamate receptor antagonist
10213,source_7,CP2-SC1-18,A07,JCP2022_105187,COMPOUND,p38 MAPK inhibitor
10214,source_7,CP2-SC1-18,A11,JCP2022_068699,COMPOUND,purinergic receptor antagonist
10215,source_7,CP2-SC1-18,A15,JCP2022_002271,COMPOUND,acetylcholinesterase inhibitor
10216,source_7,CP2-SC1-18,A20,JCP2022_046524,COMPOUND,coagulation factor inhibitor
10217,source_7,CP2-SC1-18,B17,JCP2022_106735,COMPOUND,antimalarial agent
10218,source_7,CP2-SC1-18,C03,JCP2022_001418,COMPOUND,CDK inhibitor
10219,source_7,CP2-SC1-18,C20,JCP2022_009448,COMPOUND,cyclooxygenase inhibitor
10220,source_7,CP2-SC1-18,D05,JCP2022_000971,COMPOUND,glutamate receptor antagonist
10221,source_7,CP2-SC1-18,D14,JCP2022_056730,COMPOUND,triacylglycerol lipase inhibitor
10222,source_7,CP2-SC1-18,E06,JCP2022_041079,COMPOUND,topoisomerase inhibitor
10223,source_7,CP2-SC1-18,E11,JCP2022_012711,COMPOUND,monoamine oxidase inhibitor
10224,source_7,CP2-SC1-18,E18,JCP2022_080956,COMPOUND,histamine receptor antagonist
10225,source_7,CP2-SC1-18,E21,JCP2022_088857,COMPOUND,histamine receptor antagonist
10226,source_7,CP2-SC1-18,F14,JCP2022_010426,COMPOUND,bone morphogenic protein inhibitor
10227,source_7,CP2-SC1-18,G10,JCP2022_044763,COMPOUND,tissue transglutaminase inhibitor
10228,source_7,CP2-SC1-18,G12,JCP2022_000432,COMPOUND,adrenergic inhibitor
10229,source_7,CP2-SC1-18,G13,JCP2022_089043,COMPOUND,calcium channel blocker
10230,source_7,CP2-SC1-18,G18,JCP2022_043803,COMPOUND,PKC inhibitor
10231,source_7,CP2-SC1-18,H09,JCP2022_097307,COMPOUND,cholinergic receptor antagonist
10232,source_7,CP2-SC1-18,H19,JCP2022_007511,COMPOUND,phosphodiesterase inhibitor
10233,source_7,CP2-SC1-18,I11,JCP2022_020163,COMPOUND,HDAC inhibitor
10234,source_7,CP2-SC1-18,I17,JCP2022_013872,COMPOUND,CC chemokine receptor antagonist
10235,source_7,CP2-SC1-18,I18,JCP2022_043803,COMPOUND,PKC inhibitor
10236,source_7,CP2-SC1-18,J07,JCP2022_030338,COMPOUND,mediator release inhibitor
10237,source_7,CP2-SC1-18,J09,JCP2022_046524,COMPOUND,coagulation factor inhibitor
10238,source_7,CP2-SC1-18,J10,JCP2022_015954,COMPOUND,glutamate receptor antagonist
10239,source_7,CP2-SC1-18,J11,JCP2022_036662,COMPOUND,thiamine uptake blocker
10240,source_7,CP2-SC1-18,J17,JCP2022_054008,COMPOUND,amyloid protein inhibitor|antiamyloidogenic agent
10241,source_7,CP2-SC1-18,J19,JCP2022_008498,COMPOUND,benzodiazepine receptor agonist
10242,source_7,CP2-SC1-18,K04,JCP2022_076735,COMPOUND,nitric oxide synthase inhibitor
10243,source_7,CP2-SC1-18,K07,JCP2022_001418,COMPOUND,CDK inhibitor
10244,source_7,CP2-SC1-18,K18,JCP2022_074957,COMPOUND,chelating agent
10245,source_7,CP2-SC1-18,L03,JCP2022_079297,COMPOUND,acetylcholine receptor antagonist
10246,source_7,CP2-SC1-18,L13,JCP2022_098105,COMPOUND,topical anesthetic
10247,source_7,CP2-SC1-18,L14,JCP2022_012905,COMPOUND,adrenergic receptor agonist|imidazoline receptor agonist
10248,source_7,CP2-SC1-18,L15,JCP2022_000432,COMPOUND,adrenergic inhibitor
10249,source_7,CP2-SC1-18,L17,JCP2022_038697,COMPOUND,acetylcholinesterase inhibitor
10250,source_7,CP2-SC1-18,L19,JCP2022_022739,COMPOUND,glycine transporter inhibitor
10251,source_7,CP2-SC1-18,M08,JCP2022_070801,COMPOUND,adrenergic receptor agonist
10252,source_7,CP2-SC1-18,M11,JCP2022_104892,COMPOUND,antioxidant
10253,source_7,CP2-SC1-18,M15,JCP2022_105696,COMPOUND,sodium channel blocker
10254,source_7,CP2-SC1-18,M21,JCP2022_043198,COMPOUND,vitamin B
10255,source_7,CP2-SC1-18,N07,JCP2022_084760,COMPOUND,acetylcholine receptor antagonist
10256,source_7,CP2-SC1-18,N12,JCP2022_103626,COMPOUND,AMPK inhibitor
10257,source_7,CP2-SC1-18,N15,JCP2022_090741,COMPOUND,cyclooxygenase inhibitor
10258,source_7,CP2-SC1-18,N17,JCP2022_094690,COMPOUND,ornithine decarboxylase inhibitor
10259,source_7,CP2-SC1-18,N19,JCP2022_063370,COMPOUND,acetylcholine precursor
10260,source_7,CP2-SC1-18,O03,JCP2022_089043,COMPOUND,calcium channel blocker
10261,source_7,CP2-SC1-18,O06,JCP2022_084386,COMPOUND,beta amyloid protein neurotoxicity inhibitor
10262,source_7,CP2-SC1-18,O17,JCP2022_108695,COMPOUND,CC chemokine receptor antagonist
10263,source_7,CP2-SC1-18,P09,JCP2022_061347,COMPOUND,histamine receptor agonist
10264,source_7,CP2-SC1-18,P14,JCP2022_032747,COMPOUND,NOD like receptor inhibitor
10265,source_7,CP2-SC1-18,P17,JCP2022_064143,COMPOUND,RAF inhibitor
10266,source_7,CP2-SC1-19,A03,JCP2022_064843,COMPOUND,EGFR inhibitor
10267,source_7,CP2-SC1-19,A04,JCP2022_025145,COMPOUND,MEK inhibitor
10268,source_7,CP2-SC1-19,A05,JCP2022_017290,COMPOUND,interferon inducer|toll-like receptor agonist
10269,source_7,CP2-SC1-19,A07,JCP2022_007783,COMPOUND,bacterial DNA gyrase inhibitor
10270,source_7,CP2-SC1-19,A14,JCP2022_108695,COMPOUND,CC chemokine receptor antagonist
10271,source_7,CP2-SC1-19,A15,JCP2022_018730,COMPOUND,mTOR inhibitor|PI3K inhibitor
10272,source_7,CP2-SC1-19,A17,JCP2022_001937,COMPOUND,mTOR inhibitor
10273,source_7,CP2-SC1-19,A19,JCP2022_094656,COMPOUND,bacterial DNA inhibitor
10274,source_7,CP2-SC1-19,B03,JCP2022_097595,COMPOUND,tachykinin antagonist
10275,source_7,CP2-SC1-19,B15,JCP2022_110850,COMPOUND,AXL kinase inhibitor
10276,source_7,CP2-SC1-19,B17,JCP2022_080273,COMPOUND,tyrosine kinase inhibitor
10277,source_7,CP2-SC1-19,C03,JCP2022_000088,COMPOUND,EGFR inhibitor
10278,source_7,CP2-SC1-19,C07,JCP2022_109806,COMPOUND,angiotensin receptor antagonist
10279,source_7,CP2-SC1-19,C12,JCP2022_087849,COMPOUND,chelating agent
10280,source_7,CP2-SC1-19,C15,JCP2022_038518,COMPOUND,DNA dependent protein kinase inhibitor
10281,source_7,CP2-SC1-19,C17,JCP2022_090529,COMPOUND,PI3K inhibitor
10282,source_7,CP2-SC1-19,D13,JCP2022_023420,COMPOUND,focal adhesion kinase inhibitor
10283,source_7,CP2-SC1-19,D15,JCP2022_090264,COMPOUND,cannabinoid receptor antagonist
10284,source_7,CP2-SC1-19,E03,JCP2022_092267,COMPOUND,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor
10285,source_7,CP2-SC1-19,E07,JCP2022_063629,COMPOUND,bacterial DNA gyrase inhibitor
10286,source_7,CP2-SC1-19,E13,JCP2022_020389,COMPOUND,protein tyrosine kinase inhibitor
10287,source_7,CP2-SC1-19,E15,JCP2022_103514,COMPOUND,RNA polymerase inhibitor
10288,source_7,CP2-SC1-19,E17,JCP2022_045264,COMPOUND,DNA dependent protein kinase inhibitor|mTOR inhibitor|PI3K inhibitor
10289,source_7,CP2-SC1-19,F03,JCP2022_056730,COMPOUND,triacylglycerol lipase inhibitor
10290,source_7,CP2-SC1-19,F05,JCP2022_043852,COMPOUND,ALK tyrosine kinase receptor inhibitor
10291,source_7,CP2-SC1-19,F11,JCP2022_061098,COMPOUND,histone lysine methyltransferase inhibitor
10292,source_7,CP2-SC1-19,F13,JCP2022_023887,COMPOUND,ribosomal protein inhibitor
10293,source_7,CP2-SC1-19,F19,JCP2022_103415,COMPOUND,EGFR inhibitor
10294,source_7,CP2-SC1-19,G03,JCP2022_089318,COMPOUND,EGFR inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor
10295,source_7,CP2-SC1-19,G07,JCP2022_076690,COMPOUND,Aurora kinase inhibitor
10296,source_7,CP2-SC1-19,G09,JCP2022_012591,COMPOUND,tubulin polymerization inhibitor
10297,source_7,CP2-SC1-19,G10,JCP2022_036101,COMPOUND,immunosuppressant
10298,source_7,CP2-SC1-19,G13,JCP2022_019911,COMPOUND,PARP inhibitor
10299,source_7,CP2-SC1-19,G19,JCP2022_000405,COMPOUND,histamine receptor antagonist
10300,source_7,CP2-SC1-19,H03,JCP2022_022333,COMPOUND,antihistamine
10301,source_7,CP2-SC1-19,H09,JCP2022_085607,COMPOUND,survival motor neuron protein modulator
10302,source_7,CP2-SC1-19,H15,JCP2022_035456,COMPOUND,hypoxia inducible factor inhibitor
10303,source_7,CP2-SC1-19,I03,JCP2022_075310,COMPOUND,ALK tyrosine kinase receptor inhibitor
10304,source_7,CP2-SC1-19,I07,JCP2022_077110,COMPOUND,dopamine receptor antagonist|serotonin receptor antagonist
10305,source_7,CP2-SC1-19,I09,JCP2022_077096,COMPOUND,tubulin polymerization inhibitor
10306,source_7,CP2-SC1-19,I10,JCP2022_025090,COMPOUND,protein synthesis stimulant
10307,source_7,CP2-SC1-19,I12,JCP2022_041936,COMPOUND,serotonin receptor antagonist
10308,source_7,CP2-SC1-19,I21,JCP2022_076279,COMPOUND,norepinephrine reputake inhibitor
10309,source_7,CP2-SC1-19,J11,JCP2022_093635,COMPOUND,toll-like receptor agonist
10310,source_7,CP2-SC1-19,J15,JCP2022_001608,COMPOUND,ALK tyrosine kinase receptor inhibitor|EGFR inhibitor
10311,source_7,CP2-SC1-19,K03,JCP2022_005529,COMPOUND,hepatocyte growth factor receptor inhibitor
10312,source_7,CP2-SC1-19,K04,JCP2022_084091,COMPOUND,plasminogen activator inhibitor
10313,source_7,CP2-SC1-19,K07,JCP2022_024874,COMPOUND,PABA antagonist
10314,source_7,CP2-SC1-19,K09,JCP2022_003677,COMPOUND,phosphodiesterase inhibitor
10315,source_7,CP2-SC1-19,K11,JCP2022_086505,COMPOUND,smoothened receptor antagonist
10316,source_7,CP2-SC1-19,K12,JCP2022_088340,COMPOUND,antimalarial agent
10317,source_7,CP2-SC1-19,K15,JCP2022_025137,COMPOUND,Aurora kinase inhibitor
10318,source_7,CP2-SC1-19,K17,JCP2022_023729,COMPOUND,smoothened receptor agonist
10319,source_7,CP2-SC1-19,K21,JCP2022_054542,COMPOUND,histamine receptor antagonist
10320,source_7,CP2-SC1-19,L07,JCP2022_073112,COMPOUND,JAK inhibitor
10321,source_7,CP2-SC1-19,L09,JCP2022_114614,COMPOUND,histone lysine methyltransferase inhibitor
10322,source_7,CP2-SC1-19,L13,JCP2022_087308,COMPOUND,FGFR inhibitor
10323,source_7,CP2-SC1-19,L19,JCP2022_059125,COMPOUND,vitamin K antagonist
10324,source_7,CP2-SC1-19,M03,JCP2022_055874,COMPOUND,PI3K inhibitor
10325,source_7,CP2-SC1-19,M05,JCP2022_034564,COMPOUND,adrenergic receptor antagonist
10326,source_7,CP2-SC1-19,M09,JCP2022_102548,COMPOUND,bacterial DNA gyrase inhibitor
10327,source_7,CP2-SC1-19,M10,JCP2022_079945,COMPOUND,vasodilator
10328,source_7,CP2-SC1-19,M13,JCP2022_068606,COMPOUND,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor
10329,source_7,CP2-SC1-19,M15,JCP2022_049675,COMPOUND,c-Met inhibitor
10330,source_7,CP2-SC1-19,M17,JCP2022_084736,COMPOUND,bacterial DNA gyrase inhibitor
10331,source_7,CP2-SC1-19,N05,JCP2022_016538,COMPOUND,glutamate receptor antagonist
10332,source_7,CP2-SC1-19,N09,JCP2022_050506,COMPOUND,mTOR inhibitor
10333,source_7,CP2-SC1-19,N13,JCP2022_103626,COMPOUND,AMPK inhibitor
